username,game_company,country,score,age,sex
7fIxEk7b,TiMi,CN,89,18,0
DyBTf2iN,TiMi,CN,94,45,0
beBrhEgp,GY,UK,93,42,0
DGNhJdF2,NEXON,KR,21,23,1
pyCJ2RTB,Tencent,US,63,21,1
5ujyjodc,NETS,CN,51,30,1
DYmqFk4c,Tencent,KR,25,26,1
lE8Q9YBe,NETS,US,31,24,1
pTSmkyF6,GY,CN,65,12,1
tfaAcoAm,TiMi,US,14,15,0
tjR7Ou7B,GY,US,62,29,0
901TQxql,Tencent,US,87,13,1
AlPMAyAZ,Tencent,KR,98,46,1
uurqzr22,GY,UK,100,43,0
S4yYRnY0,NETS,CN,43,43,0
aNYMJeoR,Tencent,UK,41,10,1
G7ZiOJ7H,Tencent,US,35,11,0
QhJ7QYFi,GY,UK,39,24,1
1gGf3oxa,GY,UK,44,19,0
IJUzutlR,NETS,CN,88,24,1
uBNnQLAh,NEXON,US,59,22,1
xhS1smQX,Tencent,CN,12,36,1
1CfwhMIb,NEXON,KR,75,23,1
gs04y8gY,TiMi,UK,51,31,1
TYFax57L,TiMi,US,6,43,1
VFZBvSUD,GY,US,51,29,1
rd7x00gO,TiMi,UK,74,17,0
F5NT9a64,NETS,US,54,31,0
2O90KzFa,Tencent,KR,54,37,1
XjUrdZpS,Tencent,US,47,32,1
3YioJxfW,NEXON,US,58,44,0
ejNcd8Xq,GY,CN,61,38,1
vX6iSGEp,NETS,US,5,22,1
XuUVJ2p8,NETS,UK,90,19,1
VAa6OADy,Tencent,KR,20,37,1
Ly6c47dD,NEXON,CN,5,26,1
cPmavkpZ,NEXON,UK,3,13,0
Ch1AbbnK,TiMi,KR,26,13,1
HHneOuaJ,TiMi,KR,94,38,1
czv605E1,NEXON,KR,21,18,1
7qrarrN9,TiMi,KR,81,25,1
974NjW0U,TiMi,KR,26,37,0
JaqRiyXP,Tencent,KR,68,22,0
sxhuiy0P,NETS,KR,25,12,0
dmtDQrzU,GY,KR,48,28,1
Cc9CXCcO,Tencent,KR,14,15,0
lfXtcZfB,GY,US,35,49,0
i8ePuQV9,TiMi,UK,88,14,0
VTlwBCZf,GY,CN,34,20,1
tKCpRC2N,GY,CN,45,13,1
5oL7C6aE,GY,US,65,40,1
n8p4CqZz,TiMi,KR,61,21,1
n1SqMIPj,TiMi,US,61,45,1
FXecBjTK,TiMi,US,42,47,0
ikS6vweo,NEXON,CN,36,32,0
sMLYRV88,NETS,UK,63,32,1
yEHc29u6,NETS,US,85,29,0
kK3JqXln,NEXON,CN,16,23,1
WlfhvMtg,Tencent,CN,100,46,1
TYDcAuSd,NETS,US,86,15,0
SMwq01Mc,GY,CN,16,15,1
Mkw6jEQQ,GY,US,4,26,0
FUye0UDC,Tencent,US,65,27,1
jqxv4U3q,GY,UK,100,45,0
2DEPkf4d,Tencent,KR,100,16,0
EWNRxPQf,NEXON,UK,31,12,1
NtBm8qyM,Tencent,KR,34,23,1
rvFUXcqZ,Tencent,CN,98,47,0
ATp5edQM,NETS,UK,93,30,0
Ibv8IduE,Tencent,US,39,39,0
nh6uYo7K,Tencent,US,40,36,0
k8Gc77Gy,NETS,UK,51,45,0
vatTJ0EL,TiMi,UK,84,42,1
WUqwu3St,GY,UK,3,10,0
UspJC39t,TiMi,UK,37,26,0
mmoD1GUL,NETS,CN,3,27,0
ImGAw6nN,GY,UK,56,48,0
LDiqlSad,TiMi,CN,89,36,0
fi1vghfb,NETS,UK,60,13,0
o6fUE49p,Tencent,UK,12,41,1
lsYZSCLb,Tencent,UK,0,47,1
g4TUMGE1,NETS,KR,14,47,0
iZhRIuqY,NEXON,US,56,30,0
U3Z3EeIF,NETS,US,64,37,0
9LcR1DVP,TiMi,UK,68,13,0
gm8XnpzB,Tencent,KR,72,10,1
NMgLZGxu,NETS,US,30,23,0
TZrzW6e6,GY,US,40,31,1
6HXwbZNN,NETS,KR,6,33,1
aTUzzK58,GY,CN,88,23,1
nipJ2Qcp,NEXON,US,7,32,1
pqR5dGKI,Tencent,US,92,34,1
rOIHdcOw,NETS,UK,24,46,1
TsC6dvgR,TiMi,CN,79,37,1
oQbaDN6U,GY,CN,24,45,1
W53wysH5,NETS,UK,32,31,0
iUf2xzzx,NEXON,UK,51,24,1
116IG9yg,GY,US,29,32,1
6i5mHWFF,TiMi,CN,67,35,1
uLg0GTXx,NETS,CN,84,19,0
obOjyDSq,NEXON,CN,10,14,0
SaiPTJGd,Tencent,UK,58,42,0
p6207U7c,NETS,CN,68,21,0
t8VKxxxg,TiMi,UK,12,23,1
f0QKX7Z7,TiMi,UK,78,48,0
yS0yKU7t,NETS,CN,59,36,1
uv3oBaos,Tencent,UK,81,19,1
VJxVuJJ2,TiMi,US,88,32,1
ctkC893z,NETS,KR,69,42,0
4MOW6Rz3,TiMi,KR,32,30,1
rmrfJJVk,TiMi,UK,49,15,0
aJ5tsyLZ,NEXON,UK,40,14,0
iMhSgeRq,TiMi,US,66,36,1
Vt4Jm3qn,TiMi,UK,55,38,1
fJlILPJb,TiMi,US,88,26,0
Zq6EBl2t,TiMi,CN,48,32,0
ZIHHM4F2,TiMi,US,88,29,0
xJKsIH9y,GY,KR,3,22,0
IBFFNJb5,NEXON,UK,25,31,1
s3xd81Kj,NETS,KR,70,40,1
lpMCw3nU,Tencent,CN,37,37,0
OAgOjuJN,Tencent,KR,27,25,1
ZbhvitYQ,TiMi,UK,85,32,0
aSb4hRwJ,NEXON,UK,2,45,1
eESTnmg7,GY,CN,90,32,0
p9y1ziNR,Tencent,KR,5,46,0
ybqbtUk3,NETS,KR,80,27,0
HIbs3JPl,NETS,UK,46,30,0
rmqwUQT1,NETS,KR,88,39,1
Tg8mD4U3,NEXON,UK,93,33,1
HYMdVjO3,GY,UK,86,32,1
a6lQsX6a,TiMi,KR,30,26,1
WMbnaz5O,NEXON,UK,23,23,1
4SGe2jcf,GY,US,72,27,0
9MzQK0HA,NEXON,CN,9,40,1
Tyk6fDjr,GY,US,36,30,0
QpHkqOrm,GY,UK,33,28,0
qk4V17HW,TiMi,UK,70,25,1
d4bQV0P5,NEXON,KR,50,23,0
f5sETgPV,GY,KR,91,46,0
ThdyxluB,Tencent,US,67,47,0
zWfF5qUQ,Tencent,UK,45,33,1
GIf7KAsO,GY,CN,33,49,1
qsW69AG9,GY,KR,93,49,0
SXUCk8Zt,GY,UK,43,32,0
UwNx4nnK,GY,KR,11,49,1
xNivwCdf,NEXON,UK,20,28,1
SJ2nZizI,TiMi,KR,40,27,0
M1u2qmu3,NEXON,KR,23,42,0
3rOBY8zv,Tencent,CN,70,11,0
m6pHeDki,GY,CN,67,41,1
SmwVViRW,TiMi,CN,27,24,0
rG0Is5UR,Tencent,CN,81,33,0
1RA0zhfK,Tencent,CN,28,20,0
AD48ndsX,GY,CN,80,42,0
KYoUYq8f,NEXON,KR,20,33,1
ke5xgUmL,NEXON,KR,32,26,0
I8JJmnSj,NEXON,UK,53,43,0
yoVWyxwL,TiMi,UK,93,38,1
ZsahHNYm,NEXON,KR,67,44,0
xnPJewAp,Tencent,US,48,40,1
U1jQlQ69,GY,KR,47,26,0
HIOOaFWF,TiMi,UK,23,20,0
pR8dGoUE,GY,CN,39,42,0
Bm39Fmho,NETS,CN,75,33,1
0mJSPLyu,GY,CN,65,16,1
mV7tQDS5,NEXON,KR,5,11,1
CLMzBmw8,Tencent,CN,80,28,1
lmGr6n2L,Tencent,CN,93,20,1
SC4kRhX6,NETS,UK,45,42,1
Sq2vamoP,TiMi,KR,29,27,0
lFpgdODE,NEXON,CN,14,28,0
JMvrTfOm,NETS,KR,87,25,0
R5e2g8St,Tencent,CN,27,13,1
RjTXL8ev,NETS,UK,9,35,1
uJ153plt,NETS,UK,65,24,1
6FHIgzDQ,TiMi,CN,42,45,0
yuaGpEkQ,NETS,UK,1,13,0
h6arW9fI,GY,CN,98,46,1
uFbszFqn,TiMi,CN,98,41,0
9SA8AuEd,TiMi,UK,0,36,0
37b6o3g7,NEXON,US,49,13,1
OpOTDMgy,NEXON,KR,73,44,0
mIuSV4xo,Tencent,KR,71,27,0
U6o98ZUQ,Tencent,CN,36,12,1
ntt00l9q,TiMi,KR,94,20,1
mxl2SY2f,Tencent,UK,97,22,1
K5lxdcnH,NEXON,CN,33,37,0
HvmzKIpK,Tencent,CN,61,20,1
WwR1NLUh,NETS,US,17,34,0
2uUJYrjG,NETS,UK,16,11,0
TarYwfXK,Tencent,US,27,30,0
klGxavtO,GY,CN,76,42,1
mWCPAkBA,NETS,KR,61,45,1
LwaxriVG,NETS,KR,96,46,0
ZIPLymVh,Tencent,CN,77,35,1
7gYY53iK,NEXON,US,28,13,0
xpNpUKQ6,NEXON,KR,33,10,0
bryl5R7j,TiMi,US,0,39,1
JVHtSwN9,NEXON,KR,31,50,0
iYPRZ48Q,GY,KR,23,37,1
zW4UUaUk,NETS,US,26,15,0
Qyoq67z5,TiMi,US,66,49,1
HPHex6kd,GY,UK,11,27,0
uJyBwDHx,GY,CN,62,29,0
9eEmPyTA,Tencent,KR,6,37,1
jaPYyLVy,Tencent,KR,11,30,0
aN9fYDN4,Tencent,US,84,41,1
4Kt4b4Dh,NEXON,CN,38,18,0
FrjYSt2y,Tencent,US,82,24,1
VdgCMW5O,Tencent,US,34,30,0
2eeVDbWm,NEXON,US,33,28,0
igVqeOxw,NETS,UK,75,28,1
pHwmq4xK,NEXON,CN,74,32,1
LF0euby6,NEXON,US,60,35,0
OXsyGqUn,NETS,UK,48,38,1
z9XZ2tfC,NEXON,KR,9,34,1
JYjceKSX,NEXON,US,29,34,0
CTFrTZEP,TiMi,US,6,18,1
UwMoaT6N,NEXON,CN,25,48,0
eoNjJUX3,TiMi,CN,86,33,0
bwlYTlNM,NEXON,UK,80,34,0
4xLd382g,NETS,UK,31,25,0
2D8ZYjds,TiMi,US,13,17,0
ec6eEfjx,TiMi,KR,57,25,0
pxMLY5ws,NEXON,US,46,34,0
ywf4a8pQ,Tencent,KR,61,27,1
Cb3MKPYG,TiMi,US,22,42,1
nXSUBOqU,NEXON,KR,87,10,0
8jTVqMcW,GY,CN,19,38,1
OIz2O7JI,Tencent,KR,71,21,1
eUapFqHw,NETS,KR,36,11,0
xv53FLuP,Tencent,CN,87,31,1
ZPxekB2G,Tencent,US,83,27,0
Nq6taTEl,NEXON,KR,28,42,0
03maikhw,Tencent,US,78,28,1
9CHho8wH,TiMi,UK,66,39,0
zDgJieUp,NEXON,KR,0,19,1
A0uNsqq5,GY,KR,99,29,1
lFpeceDi,Tencent,CN,4,47,1
PY6NJwC2,NETS,CN,91,27,1
UqKqOkm0,NETS,UK,45,32,1
whVjrvN8,TiMi,KR,84,44,0
vwcq7lZf,NEXON,KR,11,25,1
8MN1FAt2,NETS,CN,48,11,0
YtYCTV2n,NEXON,US,61,27,0
ghND7HGQ,TiMi,CN,56,28,0
7QtXZZZ0,GY,KR,16,27,1
FnDv3XU4,NETS,UK,54,45,1
fi5sB1ZV,NETS,US,92,48,0
TpdZwPpd,TiMi,CN,47,34,1
2OOnSeLG,TiMi,CN,46,32,0
lhepoSzo,Tencent,US,58,40,1
pdhMKlGD,NETS,US,91,31,0
EP5CRkpY,NETS,US,96,40,1
BTXUH52d,NEXON,KR,54,36,0
lbUJiSPy,GY,CN,24,39,0
qreLG8a6,NETS,US,32,42,1
xruaPiLo,Tencent,KR,77,23,1
zzcK18sk,TiMi,CN,68,50,1
537yPGk0,NEXON,US,93,46,1
cfEjhJ27,NEXON,KR,31,19,0
Jf4KDTrN,NETS,CN,42,36,0
1UWip5I3,NEXON,KR,47,26,0
xOwWdj83,NETS,CN,9,19,0
zpHmJmPC,Tencent,CN,52,13,1
XdNeaIQA,GY,CN,28,24,1
7x6VnZl1,NETS,US,60,37,0
tKK79Xo8,NETS,CN,30,46,1
pWgtJD3S,NETS,CN,6,13,1
fbJ40kN7,NETS,US,6,17,1
niUP2Vfu,GY,US,27,17,1
oBhr17KF,TiMi,KR,53,28,0
h4EpsPyx,GY,US,85,33,1
w9yjLYtq,GY,KR,47,47,0
SyKSNHqa,Tencent,KR,55,45,1
9EuKwa1U,TiMi,UK,2,24,0
Xfx839BH,NEXON,UK,92,11,1
AsbQ0EXg,TiMi,UK,26,18,1
oCedBHdY,TiMi,US,52,16,1
YyRqz5ZZ,NEXON,KR,42,13,0
vrYhf6xK,Tencent,UK,97,33,0
Ft7xBjZD,TiMi,CN,10,45,0
tKTYyjsm,NETS,US,87,16,1
86bVoYN2,TiMi,CN,99,23,1
pgSHytdY,NETS,KR,11,50,0
Cjx4Jdza,NETS,CN,69,14,0
rLZVTE7N,NEXON,CN,37,47,1
5i8vR4Mo,NEXON,CN,66,44,0
bjneX3H5,Tencent,US,42,49,1
dRnfTdXO,GY,CN,34,14,0
O7zCvYbg,GY,KR,77,19,1
Dt8zhVp9,NETS,KR,62,31,0
Uft4jU9e,NETS,CN,48,44,0
idJPwdhI,Tencent,CN,44,38,0
MEVsu8ds,NETS,KR,43,22,1
Wsxynp2s,GY,KR,50,10,1
k1hme0sM,NETS,KR,3,20,1
JbxyfiVU,NEXON,US,85,50,0
sC0d2A7L,NETS,US,23,28,1
3aNrz9av,NEXON,US,47,28,1
o3OgJedw,TiMi,CN,93,41,0
oV9uUfZ3,NEXON,CN,38,19,0
jD0efbvB,GY,CN,83,11,1
uZE5qwRQ,Tencent,US,21,36,0
1cdycXOZ,NETS,CN,74,25,0
LeuWjT5x,NEXON,CN,85,37,0
6ducR8ab,NETS,UK,47,41,0
BiBT3LrB,NETS,KR,75,38,0
sJWgnZhS,NEXON,KR,83,37,0
n4Hfmh8i,NEXON,US,69,28,1
uenN3UYc,NETS,US,85,35,1
p7DueedZ,TiMi,KR,14,34,0
Dn0Uf1LA,NEXON,UK,72,25,1
BzhMP2gK,NEXON,CN,83,23,1
dNvSAEMB,GY,CN,95,26,1
bk4qIYjD,Tencent,KR,50,49,1
zt4BY4vH,NETS,US,26,37,0
5NsDbknw,GY,UK,62,49,1
rHRihhVR,GY,CN,98,45,1
B7J6Hnls,NEXON,CN,5,40,0
22dfMrgQ,NEXON,UK,98,28,0
ZRuBci5f,TiMi,KR,53,26,1
8cpcW0Ps,NEXON,US,43,42,0
yH4lKI1f,Tencent,US,44,46,0
cWd0ysJx,NETS,UK,66,31,0
RkSh96ST,TiMi,KR,45,31,0
HLxH3acm,NETS,CN,100,45,0
4QM0u8pl,NEXON,US,75,35,0
KXW3iaFj,TiMi,US,77,20,0
MsUnYSlp,GY,CN,40,19,0
sEZ3AuER,Tencent,UK,92,16,1
WRQ744Rw,NEXON,UK,48,21,0
NljWPtEm,TiMi,KR,91,44,0
39e70HPN,TiMi,KR,27,47,1
jRFw1GzQ,GY,CN,83,23,1
MAJPEova,NETS,US,43,15,1
I9imNJRL,Tencent,CN,37,23,1
MIcZfzvg,TiMi,UK,61,25,0
IdE7bCXG,NETS,US,46,18,1
s1zEGZ6m,GY,CN,69,44,1
0isKG6Ka,Tencent,KR,45,35,1
M55dh165,GY,US,60,50,0
CZV2Yw0t,TiMi,UK,97,32,1
iqW6G5XM,NEXON,UK,36,16,0
OGWxZdss,Tencent,UK,94,25,0
canlZAU1,Tencent,UK,0,41,0
18OnyJd0,Tencent,CN,14,25,0
D3ialanM,NEXON,CN,54,32,0
J7OPDEaZ,NETS,US,94,11,1
8DkXKM9Z,NETS,CN,83,43,1
TTFdeN4x,NETS,CN,47,32,0
QKlLu2yw,GY,US,37,27,0
SMjXbXwK,TiMi,UK,18,17,1
d0QhB33b,NEXON,KR,73,18,1
3G91n7c1,Tencent,US,93,48,0
9meT2flt,NETS,KR,75,43,1
qPKlXe0g,NEXON,UK,77,15,1
r0nVCu5p,NEXON,CN,70,49,0
rczwW6y7,TiMi,US,59,45,1
A4FICX0b,NETS,KR,39,49,0
Xby22Mxl,GY,CN,68,23,1
9STTD8jd,NEXON,CN,64,19,1
LX7TZuOe,GY,CN,41,13,1
3NhgUC6x,GY,CN,49,34,1
T6DEDFgn,TiMi,US,90,24,0
UNwoZstr,NEXON,US,62,24,1
EWgmIsNy,NETS,US,39,50,0
UgfoLZBN,GY,UK,86,42,0
4y6USzuZ,GY,KR,53,33,0
JmFl9qpn,TiMi,KR,36,10,0
L9mmZHXI,NEXON,KR,63,28,0
j7Ocv92V,TiMi,US,5,36,0
nY8syYNg,NETS,CN,46,45,0
sv5caJO2,Tencent,US,65,31,1
fkDvVr3t,Tencent,UK,16,38,0
oP0WRCbK,TiMi,CN,98,37,0
3GiwZXfr,GY,US,93,32,0
FWzx2TPv,GY,KR,48,43,0
Ju1TYbwN,Tencent,KR,73,25,0
EJDcr9Wc,GY,US,94,20,0
WKb9QOmO,NETS,CN,22,34,1
JgayiOAE,TiMi,UK,86,19,1
k0PWLFGJ,Tencent,KR,69,19,1
xuStR9Li,GY,US,75,12,0
0hBdaugm,TiMi,KR,90,12,1
41mP74Qz,GY,US,4,34,1
OiZcjGVE,NEXON,UK,43,30,1
57d8wv11,NETS,CN,24,17,0
ed5wLUDe,Tencent,US,6,37,0
Jxa2po1t,Tencent,US,44,41,1
rZwUEs8F,TiMi,UK,25,25,1
HQEV7Hr6,TiMi,UK,18,28,1
lbAJiL16,GY,UK,67,11,1
k5NgcXm7,GY,KR,74,25,1
WcNn1dUS,NEXON,US,77,15,0
AYDS7Lr5,Tencent,KR,30,11,0
Kll6UGRN,NEXON,KR,54,32,0
Jnr6MsBJ,NEXON,UK,91,47,0
djo4AeP3,NETS,UK,78,33,1
0fJWQyR8,NETS,KR,70,20,0
nUWPImmo,GY,US,15,21,0
lhYnL8Wb,TiMi,UK,37,31,1
lozPj5uu,Tencent,KR,66,19,0
DgLXyl7E,GY,US,89,35,0
Rt0WakNp,NETS,KR,64,42,0
MGpSdnm9,TiMi,CN,85,39,1
LAlXZka4,NETS,CN,44,39,0
sWUnL4ze,TiMi,CN,56,30,1
6YNf03Gz,NETS,UK,2,31,0
FvTDJBrI,Tencent,US,46,23,1
ileW7DA9,NETS,US,85,49,1
hW5B5slH,Tencent,UK,76,43,1
juNE8bOG,Tencent,UK,32,10,1
vhTY1Bdh,TiMi,UK,25,26,1
hA0pOCAz,NETS,KR,42,27,0
Z2ZZHTq3,NETS,UK,65,37,0
wKmifWpo,NETS,CN,69,43,1
jim0a0Nw,NEXON,US,3,28,0
3WHx5ExQ,TiMi,KR,95,20,1
1uf6RC3n,Tencent,CN,24,20,0
mVT5RHYF,GY,KR,12,22,0
30nn1Iwy,NETS,CN,80,10,0
aWEqsyRZ,GY,KR,28,12,0
CVHkbnfF,Tencent,KR,24,25,0
Njc9lFij,GY,CN,66,14,1
c8O8xQd8,NETS,KR,12,32,0
NRFL0k2T,GY,KR,85,11,0
RkLzLzK8,TiMi,KR,57,13,1
9bobMgXp,NEXON,US,9,33,0
ujenIQgt,Tencent,US,29,24,0
N8F0lqu6,NETS,CN,15,45,1
KirFxAYa,Tencent,US,96,24,0
O69WizIN,Tencent,US,24,18,1
QLpmdvCE,GY,CN,56,30,1
T4afZqCK,TiMi,US,54,30,1
cAQBZPVR,NETS,KR,0,43,0
Ga2bTPOr,NETS,KR,34,39,0
UlEO2mwm,NEXON,CN,54,43,0
z59pGk85,GY,CN,91,30,1
EbsiA0aW,Tencent,CN,100,44,0
zL2uLQn1,NETS,US,61,29,1
vkNudHu8,Tencent,US,57,29,1
0Hvdp8yC,GY,CN,38,18,0
WUHieNSD,NETS,US,86,10,1
msBjFAGp,TiMi,US,51,33,0
UBGKZqTD,NEXON,UK,31,33,0
ot517LFd,GY,CN,60,11,1
81jvumXn,NETS,KR,50,26,1
vAuC28px,NEXON,UK,27,15,0
6xJpokGp,Tencent,CN,79,22,1
ffTA1JIm,NEXON,US,70,25,1
AdKlEMdj,NEXON,KR,95,45,0
B5gobhjg,GY,KR,57,21,0
pw5vXPQY,GY,US,18,38,0
JiPJgqfB,NEXON,UK,85,28,0
SFam7x3w,GY,CN,26,28,1
iCYlkuFd,GY,US,15,26,1
UwwX3fXE,GY,KR,97,16,1
HrnhmJ91,GY,KR,37,48,1
z6OK3Phg,TiMi,KR,56,50,1
IBxU6SSB,Tencent,KR,62,27,0
ZBnYqJbd,NETS,US,89,46,0
wEU9nRu6,NEXON,CN,81,50,0
pysf18jR,GY,CN,60,36,0
l8iY4ZkT,NETS,US,38,21,0
Qd93xzW3,GY,UK,21,36,0
MAkc3AEq,TiMi,US,19,19,1
eAdEVnUY,NEXON,UK,31,30,0
TE6lVzIB,Tencent,CN,98,16,1
6cVGhXoy,NETS,UK,56,28,1
qoiFEAos,TiMi,US,59,28,0
cnWhxjKh,TiMi,KR,28,47,0
srMsGBJM,NETS,US,15,46,0
CMUugbCW,GY,US,23,18,1
EO54ub3w,Tencent,CN,99,42,0
OK8GJ3FS,GY,KR,63,34,1
dmsEebUR,TiMi,CN,87,21,1
EzRd4tkf,GY,CN,48,43,1
v0hs3xdS,NETS,UK,42,48,1
A74aPJcE,NETS,KR,29,50,1
yJWl3I86,Tencent,US,65,33,0
Z5bdTcDl,TiMi,KR,32,46,0
IXupHZFx,GY,CN,77,41,0
tuVWrvJO,NETS,UK,22,38,1
aLsXcUt7,GY,CN,29,34,0
UTy0HsU0,NEXON,KR,96,27,1
2zqODE9D,Tencent,CN,15,23,1
Eo9uCxTx,NEXON,US,1,48,1
McBipLuu,Tencent,CN,4,36,1
z7zgH2aR,NEXON,KR,5,12,0
8lVLYTyZ,TiMi,US,64,28,1
AzFGhJX0,NEXON,KR,52,23,1
cVxTRJAz,GY,UK,37,29,1
ouzPgzXX,TiMi,UK,95,42,0
jhNJs9gu,TiMi,UK,59,23,1
GZGCVvNy,NETS,CN,23,12,0
KWzeEmHA,NETS,KR,30,17,1
hgcdkVMI,GY,KR,6,33,0
WhVyKsXT,Tencent,US,25,31,1
RcbLOldb,TiMi,UK,49,24,1
1JbiaMqU,GY,US,7,23,1
i4oewk5B,Tencent,CN,49,21,0
WeKwWo5k,GY,UK,67,38,0
iiNi0XEe,GY,CN,85,48,1
mjK8prPs,NETS,US,79,27,0
TvKPA6X5,GY,UK,47,36,0
sfiJ2lW0,GY,CN,70,42,1
I4C0742L,TiMi,CN,69,17,1
gZSpdmvU,Tencent,KR,93,10,1
I5nmhgL5,Tencent,CN,67,37,0
Rx5WTXps,TiMi,CN,76,30,0
cA3vCMND,GY,CN,87,34,0
RA7dJDgE,Tencent,US,67,49,1
MqyUErEj,Tencent,CN,68,35,1
Op0pTHCm,NETS,CN,13,45,1
KdLIY8Y2,GY,US,12,32,0
cELQbiMb,GY,US,3,48,0
GxF3DyZ5,NEXON,US,34,47,1
lX0eGsbi,Tencent,CN,71,48,1
7QSJIUAo,NETS,UK,68,21,1
jKqB0ymi,NETS,CN,89,38,1
UWfSNM37,TiMi,CN,58,26,0
oyNSBoEd,TiMi,UK,68,36,1
yrmdmOoV,TiMi,KR,48,11,1
bZnRwWlA,NEXON,UK,70,32,1
I2CWf56Q,GY,UK,55,26,0
79l4RxV8,NEXON,UK,93,22,0
yUnJGrIt,TiMi,CN,14,31,0
E6ELYrvx,Tencent,US,4,34,1
L6B1TK4g,GY,US,12,46,0
NNV2hMBb,TiMi,UK,11,20,1
qWJLYxkH,TiMi,UK,22,18,0
hrp5mO1d,Tencent,UK,10,45,1
4mdG3mlF,TiMi,KR,22,45,1
3srkxm61,TiMi,KR,85,19,0
004s5Fmt,Tencent,KR,46,41,1
4JlcNi6Z,TiMi,CN,89,20,0
kJ2OZcls,GY,CN,43,49,1
JREe3nNL,Tencent,US,29,48,0
7HhSysc3,GY,UK,57,30,1
YTvfKEFu,GY,CN,26,45,1
CoWJaszk,TiMi,CN,44,15,0
X1gLafxd,TiMi,UK,4,36,0
e5DFwH5y,GY,US,67,32,0
2mYfzO9a,NEXON,UK,46,26,1
VTLe2p1D,TiMi,KR,2,27,0
Lbvzq5y0,GY,CN,60,13,0
jBf2fGWe,NETS,UK,89,14,1
BMHijo9A,TiMi,US,75,20,0
X48YCtTA,NEXON,US,25,37,0
guLElD8q,NEXON,KR,45,10,1
zxGE5VZa,NETS,US,93,26,0
B7FYNbIK,Tencent,KR,98,33,0
YmKaPJYP,NETS,UK,74,32,0
BHrUXIW4,Tencent,UK,52,42,1
F49REYl4,Tencent,KR,5,37,1
GsQ0DaaM,Tencent,KR,19,15,0
9G92mVWz,GY,UK,61,27,1
XLYXkw9G,Tencent,KR,44,27,1
DScP4tan,Tencent,CN,92,12,0
ncpBhhSF,NEXON,UK,71,34,0
oWDjm2rK,NETS,CN,24,29,1
Oif3Y8XC,Tencent,CN,48,42,1
T78MwajI,Tencent,CN,61,42,0
wypYaNKR,NETS,UK,41,32,0
WUMaqOhK,TiMi,UK,7,22,1
wT4RKR03,NETS,US,15,39,0
aEh29oC4,Tencent,UK,19,34,0
MbqTKSQ3,NEXON,UK,100,30,0
NVgMLj3r,TiMi,KR,81,13,1
01GmnXqy,Tencent,CN,53,19,0
d1OXNzGx,NETS,CN,73,34,0
ivUe8Pyl,TiMi,US,9,27,1
TzOsEBKm,Tencent,UK,34,50,1
8PwAJzKO,Tencent,CN,6,44,0
O9ncAHiD,TiMi,UK,63,35,1
OFR5vptM,TiMi,KR,29,41,1
iipZEtq9,TiMi,UK,4,32,0
uoM455ZG,Tencent,US,99,33,0
XY7UkT4Y,Tencent,UK,25,31,1
2C676clO,NETS,CN,67,18,0
6lgfAARa,GY,CN,21,14,1
TfdLt7EU,NEXON,KR,82,38,1
v4nzDGRJ,NEXON,CN,61,32,0
G2vxOV6U,TiMi,CN,45,50,0
K6d7h65J,GY,CN,51,25,0
cFLCQDxE,GY,US,72,10,0
8ZNsVaLh,TiMi,KR,9,44,1
3CM3t9OU,NEXON,KR,53,29,1
dI0s1fEW,GY,US,29,29,1
mepAPFTV,GY,KR,47,38,0
PLVPsxmD,GY,US,52,43,1
AogglHvB,NETS,UK,59,38,0
wKkHANcw,NETS,US,60,25,1
rK75wz8V,NETS,UK,24,50,0
avaGmVcW,NETS,UK,3,26,0
YgaAzKSz,Tencent,US,78,23,0
umLOSi9D,TiMi,UK,62,16,1
NRKQD4HL,GY,UK,20,19,1
SJbsCW4B,Tencent,CN,54,27,0
WxPojNjY,Tencent,US,77,15,0
Muj1VlDP,TiMi,CN,91,36,1
APUtoOXR,NEXON,KR,81,17,1
QX8iiHUn,NETS,US,45,27,1
hdTaJd0k,NETS,UK,53,45,1
0uHVI7vM,NEXON,UK,91,46,1
tvd1GihL,NETS,CN,65,23,1
CM91wJdr,GY,CN,43,48,0
KMhTm928,TiMi,KR,0,36,0
VV49bsEz,Tencent,US,51,33,1
y6iRJpv0,Tencent,UK,89,38,0
mWJJi05C,GY,UK,39,42,1
y5EXK0TZ,GY,KR,96,17,0
JdSKdSVs,NEXON,CN,8,30,1
e8DKEDWf,Tencent,UK,29,29,1
kyBOHyDI,NETS,CN,31,48,1
2FoPdnIy,NEXON,CN,62,50,1
be1KAK2Z,Tencent,CN,73,18,0
hcpn89wn,NEXON,US,22,12,1
TEYQiMFx,GY,US,21,42,0
vhEv172Q,Tencent,KR,48,33,1
99CaEMo9,GY,US,3,36,1
nc6hdsLB,GY,CN,59,31,1
wgrA9R5P,Tencent,CN,69,25,0
ATBHuurd,NEXON,KR,85,45,1
Du8rpMQ5,NETS,US,56,26,1
Coh4f57G,Tencent,CN,90,25,1
LsWvcxP7,NEXON,KR,100,14,0
5WpCbefx,NETS,CN,56,45,1
KJU29e00,GY,CN,100,40,1
VSmR4TOj,TiMi,KR,78,12,0
3QBYESxe,TiMi,US,97,42,1
fA2lKUrm,Tencent,KR,14,44,0
ZpRSkdcD,GY,CN,28,10,1
3HXBfdB7,NETS,US,24,33,0
f61rknnP,Tencent,UK,50,29,1
OpkGvcTR,NEXON,US,94,38,0
QIBzSDa1,GY,UK,30,30,0
